,Presion,Tonelaje,Velocidad,%Solidos,Potencia,F80,Brazo,picos_intens
8373,5826.94,3416.26,8.7,73.69,11266.34,68.21,2.22,0.0
8374,6036.5,3466.82,9.14,74.19,13809.12,79.11,2.5,0.0
8375,6100.41,3314.76,8.75,75.2,10525.22,75.03,1.96,0.0
8376,5956.49,3993.48,8.91,79.11,9809.26,43.79,1.85,0.0
8378,6058.51,3666.41,8.93,77.51,11012.74,64.6,2.04,0.0
8379,5871.5,2593.47,8.93,70.47,12506.45,72.08,2.38,0.0
8380,5884.13,4099.9,8.92,79.93,9535.02,60.89,1.82,0.0
8381,6051.02,3201.33,8.93,74.72,11282.85,53.28,2.09,0.0
8382,6027.71,3358.98,8.87,78.13,11394.2,37.94,2.13,0.0
8383,5961.68,3154.24,9.02,70.65,12958.43,73.75,2.41,0.0
8384,5899.11,4007.76,8.92,78.91,9678.32,45.0,1.83,0.0
8385,5983.18,3529.97,8.89,75.65,12655.39,70.82,2.38,0.0
8386,6230.06,4086.3,8.62,76.87,12082.75,40.59,2.25,0.0
8387,6092.43,3114.41,8.92,80.93,11873.56,59.53,2.19,0.0
8388,6034.24,3272.56,8.83,77.5,10554.42,78.3,1.97,1.0
8389,6066.74,3750.02,9.18,74.3,14314.51,79.85,2.55,0.0
8390,5849.92,4363.24,8.54,80.15,10463.31,52.7,2.09,0.0
8391,5919.97,4104.98,8.66,79.12,11312.32,49.92,2.19,0.0
8392,5719.71,3508.27,9.03,74.26,10625.76,74.68,2.05,0.0
8393,6081.79,3405.4,8.93,77.06,11527.29,79.62,2.12,0.0
8394,6133.79,3033.01,8.84,77.05,10950.58,54.87,2.02,1.0
8395,6037.41,3568.75,8.92,76.87,10780.89,73.88,1.99,1.0
8396,6079.41,3334.4,8.85,80.59,11724.63,41.49,2.17,0.0
8397,6468.49,3281.86,8.92,73.41,12792.93,89.15,2.23,0.0
8398,6058.94,3626.42,8.93,77.59,10981.01,64.19,2.01,0.0
8399,5963.58,3178.04,8.98,76.17,12968.88,68.97,2.42,0.0
8400,6103.13,2828.04,8.55,74.63,10698.01,67.57,2.05,0.0
8401,5877.88,4235.69,8.54,78.71,10749.29,53.82,2.15,0.0
8402,5975.77,3008.92,9.33,73.18,13434.25,80.77,2.42,0.0
8403,6032.21,3189.64,8.95,77.86,13050.8,68.71,2.43,0.0
8404,6019.46,3188.04,9.0,73.12,13368.54,73.54,2.47,0.0
8405,6015.94,3158.92,8.95,77.93,13000.41,66.9,2.41,0.0
8406,5983.64,3385.06,8.95,75.75,12905.7,78.83,2.42,0.0
8407,6081.05,2997.44,8.63,77.98,10591.87,52.49,2.01,0.0
8408,5853.9,0.42,8.95,0.04,11896.54,79.3,2.29,1.0
8409,6104.01,3902.3,8.73,77.05,10693.27,58.15,2.02,0.0
8410,6029.47,3437.93,8.93,80.07,11607.76,59.91,2.16,0.0
8411,6106.27,3087.64,8.84,74.86,10714.67,58.71,2.0,1.0
8412,5875.0,2594.39,8.93,70.3,12482.15,71.98,2.39,0.0
8413,5800.78,3448.02,9.03,74.26,11449.05,80.63,2.19,0.0
8414,5889.06,4106.96,8.92,79.77,9615.05,57.11,1.84,0.0
8415,6021.75,3082.07,9.33,72.87,13954.16,74.58,2.49,0.0
8416,5887.26,3370.83,8.71,74.04,11809.33,75.43,2.32,0.0
8417,6146.53,3018.36,8.83,76.97,10977.98,56.58,2.03,1.0
8418,6119.25,3209.35,8.76,74.91,10842.12,80.94,2.02,0.0
8419,6239.11,3148.09,9.03,73.94,14674.64,81.61,2.61,0.0
8421,5804.5,0.44,8.94,0.04,11069.82,79.34,2.14,1.0
8422,6313.95,4081.21,8.63,77.27,12073.25,48.43,2.22,0.0
8423,6141.66,4200.68,8.92,74.09,12038.44,57.62,2.2,0.0
8424,6480.75,3502.71,8.83,72.93,12449.34,89.72,2.17,0.0
8425,5969.53,3522.98,8.9,77.9,12704.85,75.84,2.39,0.0
8426,6123.7,4335.31,8.63,77.99,11677.33,39.48,2.22,0.0
8427,6091.32,3668.5,8.93,77.51,11023.36,62.5,2.03,0.0
8428,6054.73,3886.3,8.93,76.9,10944.36,80.59,2.03,0.0
8429,6043.96,3596.7,8.92,77.46,10793.8,75.22,2.0,0.0
8430,6002.5,4350.23,8.8,77.7,12335.03,59.47,2.34,0.0
8431,6184.04,4268.07,8.63,77.78,11667.37,57.72,2.19,0.0
8432,5720.5,3600.69,9.03,74.97,10554.01,79.09,2.04,0.0
8433,5874.5,2746.85,8.93,69.86,12607.82,71.57,2.41,0.0
8434,6046.92,3823.94,8.94,76.86,10921.55,79.46,2.02,0.0
8435,5966.44,4005.45,8.92,78.75,9959.17,45.12,1.86,0.0
8436,6062.25,3289.68,8.94,74.69,11510.16,59.11,2.12,0.0
8437,6009.73,3645.02,8.72,75.51,10511.59,63.27,2.02,0.0
8438,5989.82,3602.62,9.33,75.33,13370.23,84.52,2.39,0.0
8439,6074.3,3313.1,8.73,77.12,10875.78,64.34,2.07,0.0
8440,6128.78,4489.76,8.63,78.7,11411.36,51.73,2.17,0.0
8441,6338.51,3715.32,8.63,75.38,12499.99,44.18,2.29,0.0
8442,5955.32,3409.67,8.71,78.2,12363.89,76.87,2.38,0.0
8443,6139.27,3704.06,8.79,77.16,11081.41,68.11,2.06,0.0
8444,5796.66,3343.48,8.8,74.84,11042.39,69.97,2.15,0.0
8445,6123.28,3323.38,8.93,75.06,11785.26,65.56,2.15,0.0
8446,5972.26,3309.34,8.23,77.29,10372.82,31.79,2.12,0.0
8447,5819.0,3523.61,9.03,74.4,11589.63,82.08,2.21,0.0
8448,5807.78,3335.51,8.81,75.01,11030.61,70.17,2.16,0.0
8450,6027.96,3924.25,8.92,76.97,10708.47,80.1,1.99,0.0
8451,5872.07,4415.31,8.78,83.58,10064.15,47.54,1.96,0.0
8452,6014.74,3021.87,9.33,73.06,13814.86,80.74,2.46,0.0
8453,6112.92,3058.65,8.76,74.86,10760.1,73.62,2.02,1.0
8454,6115.85,2942.27,9.13,70.17,14373.59,68.95,2.57,0.0
8455,5962.23,4347.19,8.75,78.05,11670.6,62.27,2.24,0.0
8456,6148.27,3714.03,8.78,77.93,11111.62,69.04,2.06,0.0
8457,5859.1,3391.97,8.71,74.05,11624.62,76.23,2.27,0.0
8458,5953.0,3006.65,8.23,78.12,10398.4,28.9,2.12,0.0
8459,5894.18,4113.27,8.66,78.56,11174.86,50.1,2.18,0.0
8460,5965.5,3298.56,8.94,77.01,10855.72,49.64,2.04,0.0
8461,6120.13,4240.25,8.91,74.91,11952.43,55.3,2.19,0.0
8462,6063.16,3664.72,8.72,75.71,10749.01,67.68,2.03,1.0
8463,5958.97,4235.49,8.52,79.21,11034.86,53.78,2.19,0.0
8464,6044.83,3562.84,8.92,78.07,10762.37,75.16,1.99,1.0
8465,6137.06,4486.47,8.63,78.72,11454.84,48.16,2.16,0.0
8466,5853.15,4158.21,8.54,78.89,10411.98,52.39,2.09,0.0
8467,5751.79,4149.58,8.78,83.61,9888.14,47.46,1.96,0.0
8468,5979.56,3476.24,8.89,72.27,11009.78,60.35,2.08,0.0
8469,6299.56,3456.49,8.93,76.12,13207.31,80.67,2.35,0.0
8470,5953.36,4247.84,8.52,79.14,11066.96,54.56,2.19,0.0
8471,6023.5,2974.26,8.93,76.04,11176.67,56.59,2.09,0.0
8472,6310.75,4115.85,8.63,77.36,12095.27,48.37,2.22,0.0
8473,6008.33,3795.84,8.92,77.17,10715.45,77.98,1.99,1.0
8474,5971.26,3309.14,8.85,74.34,12699.55,83.32,2.4,0.0
8475,6207.13,3067.8,8.84,77.76,11428.81,66.96,2.07,0.0
8476,5863.39,4435.78,8.78,83.74,10032.58,47.31,1.95,0.0
8477,5954.77,4272.7,8.52,78.93,11037.79,55.22,2.18,0.0
8478,6006.34,3797.93,8.92,77.01,10738.56,78.37,1.99,1.0
8479,6379.6,3878.69,8.66,76.31,12041.75,86.17,2.18,0.0
8480,6104.39,4233.18,8.92,75.63,11942.38,54.24,2.2,0.0
8481,5918.72,4098.88,8.66,78.72,11211.98,50.73,2.18,0.0
8482,6004.59,4313.31,8.8,78.03,12296.34,57.56,2.32,0.0
8483,6002.5,4355.79,8.8,77.97,12341.51,58.95,2.32,0.0
8484,5976.94,3581.24,8.89,75.73,12622.25,71.86,2.38,0.0
8485,5961.42,3989.49,8.91,78.96,9947.8,45.16,1.88,0.0
8486,6031.72,3217.58,9.33,74.06,13724.52,78.51,2.44,0.0
8487,6014.79,3637.93,8.72,74.39,10544.43,62.95,2.01,0.0
8488,5871.5,2615.57,8.93,70.41,12499.02,71.33,2.38,0.0
8489,5921.45,3410.3,8.77,76.0,12080.53,69.56,2.32,0.0
8490,5988.39,2527.4,8.58,77.49,11279.65,65.35,2.2,0.0
8492,5880.78,3436.74,8.71,73.82,11765.54,75.62,2.3,0.0
8493,6058.08,3673.02,8.93,77.29,10983.07,64.42,2.04,0.0
8494,6068.64,2994.13,9.33,73.07,14390.26,80.78,2.55,0.0
8495,6049.5,3369.8,8.94,77.95,11780.94,41.17,2.17,0.0
8496,6085.0,3691.73,8.72,77.54,10705.9,62.65,2.02,0.0
8497,5872.01,4015.83,8.56,78.7,10639.56,53.37,2.12,0.0
8498,6225.84,4073.16,8.64,77.22,11814.51,67.58,2.19,0.0
8499,6165.48,3262.51,9.0,74.91,14168.53,77.79,2.53,0.0
8500,6002.5,4341.39,8.8,78.08,12279.13,58.71,2.32,0.0
8501,5934.67,3405.27,8.64,73.05,11842.28,80.91,2.31,0.0
8502,6032.27,3294.19,9.33,74.63,13724.88,78.58,2.44,0.0
8503,6018.55,3658.23,8.72,74.49,10609.72,58.41,2.02,1.0
8504,5766.94,4146.99,8.78,83.53,9922.79,48.68,1.96,0.0
8505,5963.98,4006.39,8.91,78.71,9844.68,43.9,1.84,0.0
8506,6099.1,3863.79,8.73,76.8,10753.38,58.54,2.03,0.0
8507,6152.22,3485.06,8.72,73.17,10614.11,59.79,1.98,0.0
8508,6024.31,3297.44,8.72,77.78,10343.55,60.77,1.98,0.0
8509,5897.47,4100.75,8.92,79.89,9611.82,56.42,1.83,0.0
8510,6234.67,4078.01,8.64,77.17,11833.48,67.39,2.19,0.0
8511,5952.26,4265.34,8.52,78.9,11131.31,54.73,2.19,0.0
8512,5924.04,4372.97,8.93,79.26,10664.02,45.27,2.02,0.0
8513,6143.39,2814.31,9.33,70.73,15013.16,80.35,2.61,0.0
8514,5944.55,3397.72,8.89,76.34,12459.23,78.1,2.35,0.0
8515,5962.61,3099.56,8.91,78.13,13316.93,68.41,2.51,0.0
8516,6020.87,3648.38,8.72,74.75,10592.35,55.83,2.02,0.0
8517,5930.76,3286.15,9.14,74.34,12706.77,63.24,2.34,0.0
8518,5951.84,3276.57,8.76,77.6,12000.26,66.34,2.31,0.0
8519,5769.0,3573.28,9.03,74.9,10899.5,80.08,2.09,0.0
8520,5839.46,3435.42,9.03,74.39,11964.37,84.83,2.28,0.0
8521,5983.75,3448.96,8.9,78.3,11229.29,60.15,2.11,0.0
8522,6048.5,3205.14,8.92,75.31,11328.59,52.29,2.1,0.0
8523,5965.0,3186.43,8.91,75.31,12714.44,74.34,2.39,0.0
8524,6010.19,3651.93,8.72,75.41,10614.45,63.09,2.02,0.0
8525,6002.5,4338.13,8.81,77.72,12301.25,58.8,2.32,0.0
8526,5918.93,3011.74,9.03,71.91,12677.61,59.91,2.38,0.0
8527,6099.6,3089.45,8.82,77.81,10778.87,70.0,2.01,1.0
8528,6020.56,3434.62,8.93,80.14,11535.74,58.74,2.16,0.0
8529,6143.37,2875.14,8.56,74.88,10592.69,71.45,2.03,1.0
8530,5997.61,4345.14,8.74,78.06,12172.17,58.83,2.33,0.0
8531,6002.5,4340.68,8.8,77.92,12354.55,60.09,2.34,0.0
8532,6205.54,3095.62,8.92,80.81,12324.5,56.43,2.23,0.0
8533,6091.28,3009.22,8.64,77.81,10679.45,50.61,2.03,0.0
8534,5873.57,3495.34,9.03,74.33,11999.45,83.78,2.27,0.0
8535,6026.88,3343.38,8.73,76.68,10335.21,59.82,1.97,1.0
8536,5972.03,3307.8,8.93,77.06,10938.72,50.66,2.05,0.0
8537,5967.66,3166.16,8.84,73.33,12972.07,79.86,2.46,0.0
8538,5756.15,4108.36,8.78,83.69,9850.54,47.31,1.95,0.0
8539,5971.94,4309.36,8.92,79.12,10368.41,48.29,1.92,0.0
8540,6076.32,3447.48,8.93,77.16,11503.23,79.56,2.12,0.0
8541,6028.37,3896.55,8.92,77.02,10682.99,80.21,1.99,0.0
8542,6060.83,3657.62,8.94,77.6,10992.83,68.97,2.03,0.0
8543,6147.57,3105.06,8.83,76.69,10910.35,76.65,2.02,1.0
8544,6054.22,3187.36,8.93,74.99,11329.98,53.03,2.1,0.0
8545,6065.2,3659.99,8.93,78.23,10958.46,65.97,2.02,0.0
8546,6061.33,3101.34,9.33,73.95,14195.42,74.92,2.49,0.0
8547,6019.5,3048.13,9.33,73.15,14039.31,81.33,2.5,0.0
8548,5965.5,3313.07,8.94,76.93,10918.06,50.26,2.04,0.0
8549,5810.88,3536.76,9.03,74.64,11420.05,81.73,2.18,0.0
8550,6081.8,3017.79,8.72,74.48,11761.1,56.88,2.22,1.0
8551,6097.02,3247.51,8.63,73.91,10288.97,71.08,1.97,1.0
8552,6122.71,3018.06,8.62,78.54,10576.42,73.71,2.0,0.0
8553,6111.35,4240.93,8.91,74.9,11885.17,55.0,2.18,0.0
8554,5950.8,4406.54,8.95,81.31,11134.99,46.92,2.1,0.0
8555,6168.21,3262.53,9.01,74.33,14040.09,78.16,2.52,0.0
8556,5929.64,3022.6,8.94,75.77,10670.02,51.64,2.01,0.0
8557,6018.0,3726.27,8.92,77.0,10695.36,77.88,2.0,1.0
8558,6163.44,3006.83,8.83,74.56,11093.3,70.08,2.03,0.0
8559,5907.5,3223.09,8.81,75.25,12021.97,70.65,2.3,0.0
8560,5943.07,4255.33,8.52,79.1,10983.45,55.18,2.16,0.0
8561,6058.0,3493.92,9.33,74.79,13810.34,80.36,2.45,0.0
8562,6000.09,2624.75,8.85,69.19,13492.26,80.36,2.54,0.0
8563,5923.5,3402.32,8.87,76.05,12155.08,77.21,2.32,0.0
8564,5938.37,3953.01,8.64,78.89,11309.9,51.19,2.21,0.0
8565,5753.9,4158.98,8.78,83.32,9928.42,47.47,1.96,0.0
8566,6067.46,3171.26,8.92,74.84,11348.93,53.25,2.1,0.0
8567,6122.33,4252.28,8.91,75.05,11944.21,54.98,2.19,0.0
8568,5877.5,3320.41,8.83,74.38,11858.52,78.75,2.28,0.0
8569,6062.13,3645.77,8.72,75.57,10820.42,67.62,2.04,1.0
8570,6130.0,3394.97,9.33,72.54,14507.34,80.25,2.54,0.0
8571,6046.17,3815.52,8.93,76.71,10937.57,78.54,2.01,0.0
8572,6121.24,3372.78,8.93,75.06,11786.93,65.33,2.16,0.0
8573,5785.45,3600.7,9.03,74.92,11259.7,80.5,2.15,0.0
8574,6082.47,3405.36,8.93,76.9,11385.31,78.91,2.1,0.0
8575,6142.0,3000.23,9.33,72.86,14857.84,78.83,2.6,0.0
8576,6019.93,3653.86,8.73,74.48,10598.9,57.75,2.01,0.0
8577,6029.61,3007.81,9.33,72.91,14145.21,81.45,2.51,0.0
8578,5930.27,3333.33,9.13,74.68,12768.04,63.72,2.35,0.0
8579,6099.86,3899.03,8.72,76.96,10809.83,58.3,2.03,0.0
8580,6213.0,3154.15,8.84,76.73,11401.6,67.4,2.08,0.0
8581,6039.93,3634.33,8.72,75.56,10601.61,63.73,2.02,0.0
8582,6064.92,2706.09,8.98,70.53,14076.07,85.33,2.6,0.0
8583,5888.8,3394.87,8.71,74.02,11862.25,75.25,2.32,0.0
8584,6113.47,3294.27,8.84,74.63,10968.77,65.02,2.03,0.0
8585,5941.78,4375.44,8.78,83.87,10350.43,47.38,1.98,0.0
8586,6109.32,3068.51,8.76,75.0,10848.53,72.29,2.02,1.0
8587,6019.71,3629.03,8.73,74.56,10638.66,57.95,2.03,1.0
8588,6003.0,4356.64,8.8,78.1,12195.41,58.07,2.33,0.0
8589,6132.27,3601.09,8.93,77.1,11990.73,84.42,2.19,0.0
8590,6111.68,4383.45,8.63,78.05,11675.24,39.87,2.2,0.0
8592,6143.69,3036.11,8.84,77.19,11023.4,56.55,2.02,1.0
8593,6121.89,3148.0,8.63,74.38,10491.73,67.13,1.98,1.0
8594,5920.47,3406.98,8.76,75.83,12235.24,70.4,2.35,0.0
8595,6065.15,3699.61,8.94,77.6,10874.77,65.18,2.02,0.0
8596,6067.51,3340.1,8.93,77.62,11809.98,38.78,2.18,0.0
8597,5994.84,3223.39,8.92,73.97,12777.53,85.02,2.4,0.0
8598,6014.37,3906.78,8.92,76.82,10567.01,79.54,1.97,0.0
8599,6371.95,3879.33,8.66,76.28,12102.6,84.35,2.18,0.0
8600,5956.45,3404.5,8.67,72.97,12164.22,83.75,2.37,0.0
8601,6211.0,3116.64,8.92,80.91,12539.89,56.84,2.26,0.0
8602,5895.94,4105.14,8.66,78.58,11175.68,50.29,2.18,0.0
8603,6135.81,2916.45,9.13,69.92,14563.36,68.8,2.59,0.0
8604,6028.55,3377.62,8.87,77.96,11397.71,37.83,2.13,0.0
8605,5758.41,3604.71,9.03,74.76,10905.83,79.45,2.09,0.0
8606,5753.08,4162.85,8.78,83.35,9883.29,47.59,1.96,0.0
8607,6086.03,3012.56,8.64,76.95,10597.73,51.28,2.02,0.0
8608,5970.96,4335.96,8.78,83.49,10321.79,47.21,1.95,0.0
8609,5752.0,4171.93,8.78,83.53,9887.77,47.44,1.97,0.0
8610,5960.78,4350.03,8.74,77.92,11801.41,60.76,2.26,0.0
8611,6045.12,3673.25,8.72,74.65,10694.31,58.32,2.02,0.0
8612,5870.95,4019.93,8.56,78.43,10606.75,52.84,2.1,0.0
8613,5959.96,3734.49,9.34,75.52,13133.69,80.28,2.35,0.0
8614,6111.48,3213.68,8.75,75.64,10856.8,80.81,2.02,1.0
8615,5958.0,3998.62,8.92,79.63,9941.49,44.62,1.87,0.0
8616,5931.25,3319.55,9.14,74.54,12707.24,62.76,2.34,0.0
8617,5980.38,4323.62,8.78,82.55,10568.25,47.08,2.01,0.0
8618,6010.38,3789.88,8.92,77.09,10743.9,77.9,1.99,0.0
8619,6027.44,3910.88,8.92,77.0,10698.5,80.36,1.99,0.0
8620,5813.13,3410.84,8.74,73.1,11245.31,74.13,2.21,0.0
8621,5962.45,3125.16,8.88,73.4,12898.23,71.85,2.42,0.0
8622,6222.46,4053.57,8.63,77.23,11774.1,67.54,2.19,0.0
8623,6043.55,3442.09,8.97,78.0,13758.75,59.1,2.53,0.0
8624,5938.5,3365.72,8.88,75.92,12314.48,77.63,2.34,0.0
8625,5834.94,3231.92,8.68,78.03,10988.56,57.58,2.17,0.0
8626,5835.67,3285.2,8.79,75.1,11533.94,72.09,2.23,0.0
8627,5983.27,3520.72,8.89,76.04,12634.5,71.24,2.37,0.0
8628,6047.05,3666.51,8.72,75.45,10724.07,64.69,2.02,0.0
8629,5922.47,4092.66,8.66,79.14,11279.86,50.64,2.2,0.0
8630,6176.48,3119.35,8.92,80.87,12265.83,53.79,2.22,0.0
8631,6116.89,3017.27,8.84,77.21,10885.51,53.11,2.02,1.0
8633,6119.69,4355.72,8.62,78.01,11734.28,39.62,2.2,0.0
8634,6020.19,3656.89,8.72,74.42,10545.11,57.2,2.01,0.0
8635,6133.08,2962.34,9.33,71.81,15064.2,73.34,2.62,0.0
8636,6134.5,2685.98,9.03,70.16,14672.96,85.18,2.65,0.0
8637,5925.62,3386.46,8.63,72.89,11861.85,80.75,2.31,0.0
8638,6020.9,3690.0,8.92,77.12,10645.27,77.53,1.99,1.0
8639,5838.64,3182.54,8.68,77.71,11007.45,56.92,2.17,0.0
8640,5871.5,2612.14,8.93,70.15,12512.6,71.86,2.38,0.0
8641,6126.35,2707.48,9.04,70.13,14719.71,85.38,2.66,0.0
8642,5869.52,3465.66,9.03,74.15,12039.4,84.06,2.27,0.0
8643,5827.22,4301.06,8.78,83.39,10021.28,46.97,1.95,0.0
8644,6081.12,3006.16,8.64,77.9,10595.05,52.83,2.02,0.0
8645,6013.1,3629.98,8.72,75.08,10586.18,63.26,2.02,0.0
8646,6046.75,3646.66,8.72,74.43,10720.09,57.43,2.02,0.0
8647,6098.0,3965.04,8.72,77.25,10712.76,61.15,2.02,0.0
8648,6179.5,3066.14,8.83,76.19,11199.3,65.55,2.04,1.0
8649,5739.53,2514.72,8.73,79.15,11139.35,71.71,2.22,1.0
8650,5939.92,3384.53,8.64,73.33,11950.21,81.31,2.33,0.0
8651,6106.79,2875.87,8.56,75.18,10436.94,62.91,2.01,1.0
8652,5954.43,4420.36,8.95,81.21,11083.82,46.93,2.09,0.0
8653,5812.5,3414.95,8.71,74.16,11108.45,69.68,2.18,0.0
8654,6110.59,3137.91,8.76,74.79,10774.3,80.02,2.01,0.0
8655,5978.5,3441.83,8.9,78.42,11281.08,59.82,2.11,0.0
8656,6142.3,4167.73,8.9,74.23,12092.28,57.71,2.19,0.0
8657,5943.64,3748.93,9.23,75.17,12846.53,79.15,2.34,0.0
8658,6042.99,3630.26,8.72,74.5,10675.31,57.2,2.03,0.0
8659,6080.71,3867.16,8.72,76.96,10743.31,56.73,2.02,0.0
8660,6085.56,3879.81,8.73,76.92,10745.38,57.42,2.03,0.0
8661,6016.78,3650.76,8.72,74.49,10604.29,56.14,2.02,1.0
8662,6034.07,3042.24,9.34,73.28,14029.42,75.36,2.48,0.0
8663,6085.51,3963.42,8.73,77.29,10691.56,60.06,2.02,0.0
8664,5961.31,4004.05,8.91,78.74,9889.04,42.32,1.86,0.0
8665,6044.3,3656.95,8.72,74.59,10753.04,57.2,2.03,0.0
8666,6122.6,3077.19,8.63,74.2,10447.36,66.7,1.99,1.0
8667,5968.17,3090.81,8.97,78.01,12934.19,69.56,2.43,0.0
8668,5874.67,4101.21,8.92,79.77,9578.62,59.3,1.83,0.0
8669,6168.21,3085.08,9.03,73.39,14312.87,77.89,2.58,0.0
8670,5984.69,3452.68,8.9,78.42,11269.57,60.64,2.12,0.0
8671,5713.5,3504.7,9.03,74.59,10586.7,74.75,2.05,0.0
8672,6105.0,3011.41,8.62,77.98,10407.65,73.67,1.97,0.0
8673,6047.6,3612.48,8.72,74.45,10708.49,56.95,2.02,1.0
8674,6066.87,3304.56,8.73,76.73,10906.98,62.51,2.06,0.0
8675,6043.16,3621.2,8.72,74.59,10730.27,56.79,2.04,0.0
8676,5934.88,3320.84,8.79,74.89,12298.87,73.46,2.34,0.0
8677,6106.0,3075.39,8.83,74.94,10846.25,56.21,2.0,1.0
8678,5928.25,3299.01,8.84,74.5,12167.58,81.03,2.32,0.0
8679,5910.11,4262.81,8.53,78.97,10975.76,55.13,2.18,0.0
8680,6062.61,3562.11,8.94,75.8,13421.55,72.9,2.47,0.0
8681,6144.9,4124.25,8.91,74.17,12054.15,57.57,2.2,0.0
8682,6046.78,3172.8,8.95,78.0,13117.41,69.64,2.42,0.0
8683,5909.5,3303.6,8.83,74.48,11963.4,80.59,2.3,0.0
8684,6130.0,3414.08,9.33,72.55,14540.16,80.05,2.53,0.0
8685,5947.3,3382.12,8.71,77.99,12291.04,76.81,2.37,0.0
8687,5872.0,3430.81,8.71,74.08,11705.43,75.95,2.3,0.0
8688,5727.13,2324.54,8.03,77.64,10123.78,71.53,2.19,1.0
8689,5780.0,3496.97,9.03,74.52,11145.33,79.75,2.15,0.0
8690,5853.89,4379.89,8.78,83.64,10083.77,47.52,1.96,0.0
8691,6027.0,3018.39,9.33,73.32,13948.68,74.86,2.49,0.0
8692,5972.06,3649.08,9.33,70.89,13098.72,87.49,2.36,0.0
8693,6019.8,3273.44,9.33,74.32,13624.75,75.62,2.43,0.0
8694,6009.73,3754.97,8.92,77.16,10692.61,77.95,2.01,0.0
8695,6051.78,3155.29,8.92,75.24,11319.56,52.42,2.1,0.0
8696,5909.21,3223.0,8.75,78.2,12233.4,67.34,2.37,0.0
8697,6056.29,3194.23,8.93,74.98,11278.89,53.04,2.1,0.0
8698,5938.55,3166.15,8.84,73.48,12930.12,81.38,2.46,0.0
8699,5922.08,4400.6,8.93,81.35,10932.76,45.44,2.08,0.0
8700,5971.12,3287.04,8.85,74.91,12658.6,83.07,2.4,0.0
8701,5758.21,4160.58,8.78,83.5,9946.35,48.08,1.97,0.0
8702,5743.48,3523.88,9.03,74.65,10815.55,78.33,2.09,0.0
8703,5930.1,3424.5,8.93,77.59,10901.68,71.3,2.06,0.0
8704,5978.34,3582.9,8.89,76.07,12665.31,71.82,2.38,0.0
8705,6066.27,3185.46,8.92,75.32,11436.29,53.14,2.11,0.0
8706,5779.01,3569.59,9.03,74.68,11106.59,80.33,2.12,0.0
8707,6148.79,3252.26,9.0,74.55,13977.02,74.68,2.52,0.0
8708,5951.06,4255.18,8.52,78.81,11003.76,55.17,2.18,0.0
8709,5873.76,4102.74,8.92,79.83,9620.83,58.98,1.82,0.0
8710,6025.91,3883.59,8.92,76.98,10630.04,80.43,1.98,1.0
8711,5928.54,4014.44,8.91,78.69,9724.12,42.69,1.84,0.0
8712,5996.51,2898.59,9.03,70.18,13174.8,59.94,2.43,0.0
8713,5793.46,3534.99,9.03,74.67,11306.71,81.71,2.16,0.0
8714,6087.0,3397.86,8.94,76.9,11497.02,79.24,2.12,0.0
8715,6015.9,3004.59,9.33,72.94,13803.53,84.04,2.47,0.0
8716,6149.0,3704.73,8.78,77.61,11102.02,68.94,2.06,0.0
8717,6134.0,4492.29,8.63,78.67,11383.54,51.12,2.15,0.0
8719,5900.5,3016.33,8.94,73.41,12478.12,72.92,2.37,0.0
8720,5951.13,4257.24,8.51,78.91,11121.94,55.69,2.18,0.0
8721,6171.86,3104.98,9.03,73.29,14366.9,78.38,2.57,0.0
8722,5812.53,3329.96,8.82,75.16,11234.92,70.47,2.19,0.0
8723,5967.07,3311.08,8.93,76.91,10832.83,49.81,2.04,0.0
8724,6156.64,3644.13,8.72,74.53,10583.78,61.76,1.98,0.0
8725,5755.7,4164.95,8.78,84.21,9940.46,47.44,1.97,0.0
8726,5780.0,3518.39,9.03,74.51,11130.94,79.67,2.14,0.0
8727,6038.56,3597.25,9.33,73.05,13685.1,65.01,2.43,0.0
8728,5961.49,3983.64,8.91,79.01,9919.17,44.24,1.87,0.0
8729,6075.01,3320.46,8.83,77.16,10619.31,83.82,1.99,0.0
8730,5975.0,3427.68,8.83,75.36,12748.9,69.04,2.4,0.0
8731,6068.73,3340.88,8.85,80.69,11581.14,41.9,2.14,0.0
8732,5928.58,3384.05,8.87,76.17,12220.95,77.93,2.31,0.0
8733,5973.79,3146.89,8.82,73.81,13146.88,78.82,2.48,0.0
8734,6101.5,3504.3,8.76,74.98,10600.44,75.05,2.0,0.0
8735,6066.83,3303.38,8.73,76.65,10868.76,63.22,2.06,0.0
8736,5958.16,4009.95,8.91,78.97,9967.56,43.93,1.87,0.0
8737,6023.05,3643.78,8.72,74.1,10521.58,62.26,2.01,0.0
8738,6045.1,3285.39,8.73,77.02,10371.92,63.28,1.96,0.0
8739,5959.68,3753.07,9.34,75.56,13123.86,80.99,2.35,0.0
8740,6018.14,3662.82,8.73,74.68,10567.43,57.97,2.02,1.0
8741,5953.03,4244.07,8.52,78.8,11032.66,55.1,2.18,0.0
8742,6102.94,3241.99,8.63,74.7,10294.21,70.64,1.95,1.0
8743,5919.7,4093.69,8.66,78.86,11247.55,49.81,2.19,0.0
8744,5969.82,4354.91,8.74,78.16,12080.89,59.51,2.31,0.0
8745,5978.92,3574.36,8.89,75.83,12712.4,71.47,2.38,0.0
8746,5912.32,3007.14,8.96,73.2,12605.03,74.0,2.38,0.0
8747,5956.63,3388.01,8.92,76.23,12690.99,80.09,2.37,0.0
